text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
transfer $10 from checking to savings,transfer,"['transfer', '$', '10', 'from', 'checking', 'to', 'savings']",transfer 10 from checking to savings,"['transfer', '10', 'checking', 'savings']",130
send $100 from paypal to my bank,transfer,"['send', '$', '100', 'from', 'paypal', 'to', 'my', 'bank']",send 100 from paypal to my bank,"['send', '100', 'paypal', 'bank']",130
please transfer 100 dollars between my amazon payments and savings accounts,transfer,"['please', 'transfer', '100', 'dollars', 'between', 'my', 'amazon', 'payments', 'and', 'savings', 'accounts']",please transfer 100 dollars between my amazon payments and savings accounts,"['please', 'transfer', '100', 'dollars', 'amazon', 'payments', 'savings', 'accounts']",130
i would like to make a transfer,transfer,"['i', 'would', 'like', 'to', 'make', 'a', 'transfer']",i would like to make a transfer,"['would', 'like', 'make', 'transfer']",130
i want to transfer funds between accounts,transfer,"['i', 'want', 'to', 'transfer', 'funds', 'between', 'accounts']",i want to transfer funds between accounts,"['want', 'transfer', 'funds', 'accounts']",130
send over 50 dollars between my shared and not shared accounts,transfer,"['send', 'over', '50', 'dollars', 'between', 'my', 'shared', 'and', 'not', 'shared', 'accounts']",send over 50 dollars between my shared and not shared accounts,"['send', '50', 'dollars', 'shared', 'shared', 'accounts']",130
whats the quickest way to money from one account to another,transfer,"['whats', 'the', 'quickest', 'way', 'to', 'money', 'from', 'one', 'account', 'to', 'another']",whats the quickest way to money from one account to another,"['whats', 'quickest', 'way', 'money', 'one', 'account', 'another']",130
what is the process to move money from one account to another,transfer,"['what', 'is', 'the', 'process', 'to', 'move', 'money', 'from', 'one', 'account', 'to', 'another']",what is the process to move money from one account to another,"['process', 'move', 'money', 'one', 'account', 'another']",130
i need you to send 500 dollars from my high tier account to my regular checking account,transfer,"['i', 'need', 'you', 'to', 'send', '500', 'dollars', 'from', 'my', 'high', 'tier', 'account', 'to', 'my', 'regular', 'checking', 'account']",i need you to send 500 dollars from my high tier account to my regular checking account,"['need', 'send', '500', 'dollars', 'high', 'tier', 'account', 'regular', 'checking', 'account']",130
can you transfer money from a to b,transfer,"['can', 'you', 'transfer', 'money', 'from', 'a', 'to', 'b']",can you transfer money from a to b,"['transfer', 'money', 'b']",130
send my money between accounts,transfer,"['send', 'my', 'money', 'between', 'accounts']",send my money between accounts,"['send', 'money', 'accounts']",130
how can i send money from one account to another,transfer,"['how', 'can', 'i', 'send', 'money', 'from', 'one', 'account', 'to', 'another']",how can i send money from one account to another,"['send', 'money', 'one', 'account', 'another']",130
i need to move money from one account to another,transfer,"['i', 'need', 'to', 'move', 'money', 'from', 'one', 'account', 'to', 'another']",i need to move money from one account to another,"['need', 'move', 'money', 'one', 'account', 'another']",130
send $20 from debit to steve's account,transfer,"['send', '$', '20', 'from', 'debit', 'to', 'steve', ""'s"", 'account']",send 20 from debit to steves account,"['send', '20', 'debit', 'steves', 'account']",130
send 20 dollars from savings to checking,transfer,"['send', '20', 'dollars', 'from', 'savings', 'to', 'checking']",send 20 dollars from savings to checking,"['send', '20', 'dollars', 'savings', 'checking']",130
please transfer my funds,transfer,"['please', 'transfer', 'my', 'funds']",please transfer my funds,"['please', 'transfer', 'funds']",130
please transfer $50 to my checking account from credit,transfer,"['please', 'transfer', '$', '50', 'to', 'my', 'checking', 'account', 'from', 'credit']",please transfer 50 to my checking account from credit,"['please', 'transfer', '50', 'checking', 'account', 'credit']",130
go ahead and move $200 from amazon to my bank account,transfer,"['go', 'ahead', 'and', 'move', '$', '200', 'from', 'amazon', 'to', 'my', 'bank', 'account']",go ahead and move 200 from amazon to my bank account,"['go', 'ahead', 'move', '200', 'amazon', 'bank', 'account']",130
help me move my money,transfer,"['help', 'me', 'move', 'my', 'money']",help me move my money,"['help', 'move', 'money']",130
i need my money to be moved,transfer,"['i', 'need', 'my', 'money', 'to', 'be', 'moved']",i need my money to be moved,"['need', 'money', 'moved']",130
help me move my money please,transfer,"['help', 'me', 'move', 'my', 'money', 'please']",help me move my money please,"['help', 'move', 'money', 'please']",130
i need to move my money,transfer,"['i', 'need', 'to', 'move', 'my', 'money']",i need to move my money,"['need', 'move', 'money']",130
move my money please,transfer,"['move', 'my', 'money', 'please']",move my money please,"['move', 'money', 'please']",130
i would like to transfer $5 from savings to checking,transfer,"['i', 'would', 'like', 'to', 'transfer', '$', '5', 'from', 'savings', 'to', 'checking']",i would like to transfer 5 from savings to checking,"['would', 'like', 'transfer', '5', 'savings', 'checking']",130
transfer $5 from savings to checking,transfer,"['transfer', '$', '5', 'from', 'savings', 'to', 'checking']",transfer 5 from savings to checking,"['transfer', '5', 'savings', 'checking']",130
can you transfer $5 from savings to checking,transfer,"['can', 'you', 'transfer', '$', '5', 'from', 'savings', 'to', 'checking']",can you transfer 5 from savings to checking,"['transfer', '5', 'savings', 'checking']",130
send $5 from savings to checking,transfer,"['send', '$', '5', 'from', 'savings', 'to', 'checking']",send 5 from savings to checking,"['send', '5', 'savings', 'checking']",130
please transfer $5 from savings to checking,transfer,"['please', 'transfer', '$', '5', 'from', 'savings', 'to', 'checking']",please transfer 5 from savings to checking,"['please', 'transfer', '5', 'savings', 'checking']",130
please switch $s checking to mortage,transfer,"['please', 'switch', '$', 's', 'checking', 'to', 'mortage']",please switch s checking to mortage,"['please', 'switch', 'checking', 'mortage']",130
please transfer $s from saving to checking,transfer,"['please', 'transfer', '$', 's', 'from', 'saving', 'to', 'checking']",please transfer s from saving to checking,"['please', 'transfer', 'saving', 'checking']",130
could you transfer $x from saving to checking,transfer,"['could', 'you', 'transfer', '$', 'x', 'from', 'saving', 'to', 'checking']",could you transfer x from saving to checking,"['could', 'transfer', 'x', 'saving', 'checking']",130
help me transfer $x from credit to debit,transfer,"['help', 'me', 'transfer', '$', 'x', 'from', 'credit', 'to', 'debit']",help me transfer x from credit to debit,"['help', 'transfer', 'x', 'credit', 'debit']",130
please transfer $x from checking to saving,transfer,"['please', 'transfer', '$', 'x', 'from', 'checking', 'to', 'saving']",please transfer x from checking to saving,"['please', 'transfer', 'x', 'checking', 'saving']",130
transfer money to another account,transfer,"['transfer', 'money', 'to', 'another', 'account']",transfer money to another account,"['transfer', 'money', 'another', 'account']",130
requesting money transfer between accounts,transfer,"['requesting', 'money', 'transfer', 'between', 'accounts']",requesting money transfer between accounts,"['requesting', 'money', 'transfer', 'accounts']",130
transfer money from this account to that account,transfer,"['transfer', 'money', 'from', 'this', 'account', 'to', 'that', 'account']",transfer money from this account to that account,"['transfer', 'money', 'account', 'account']",130
can you transfer money from my account,transfer,"['can', 'you', 'transfer', 'money', 'from', 'my', 'account']",can you transfer money from my account,"['transfer', 'money', 'account']",130
money transfer request,transfer,"['money', 'transfer', 'request']",money transfer request,"['money', 'transfer', 'request']",130
send 100 dollars from checking to savings,transfer,"['send', '100', 'dollars', 'from', 'checking', 'to', 'savings']",send 100 dollars from checking to savings,"['send', '100', 'dollars', 'checking', 'savings']",130
transfer 100 dollars checking to savings,transfer,"['transfer', '100', 'dollars', 'checking', 'to', 'savings']",transfer 100 dollars checking to savings,"['transfer', '100', 'dollars', 'checking', 'savings']",130
transfer 100 dollars between checking and savings,transfer,"['transfer', '100', 'dollars', 'between', 'checking', 'and', 'savings']",transfer 100 dollars between checking and savings,"['transfer', '100', 'dollars', 'checking', 'savings']",130
take 100 dollars from checking and send it to savings,transfer,"['take', '100', 'dollars', 'from', 'checking', 'and', 'send', 'it', 'to', 'savings']",take 100 dollars from checking and send it to savings,"['take', '100', 'dollars', 'checking', 'send', 'savings']",130
move 100 dollars from checking to savings,transfer,"['move', '100', 'dollars', 'from', 'checking', 'to', 'savings']",move 100 dollars from checking to savings,"['move', '100', 'dollars', 'checking', 'savings']",130
can we wire some money over to the other account i have,transfer,"['can', 'we', 'wire', 'some', 'money', 'over', 'to', 'the', 'other', 'account', 'i', 'have']",can we wire some money over to the other account i have,"['wire', 'money', 'account']",130
time to move some cash from one account to another,transfer,"['time', 'to', 'move', 'some', 'cash', 'from', 'one', 'account', 'to', 'another']",time to move some cash from one account to another,"['time', 'move', 'cash', 'one', 'account', 'another']",130
i need to throw some money into that other account,transfer,"['i', 'need', 'to', 'throw', 'some', 'money', 'into', 'that', 'other', 'account']",i need to throw some money into that other account,"['need', 'throw', 'money', 'account']",130
let's send some money to another account,transfer,"['let', ""'s"", 'send', 'some', 'money', 'to', 'another', 'account']",lets send some money to another account,"['lets', 'send', 'money', 'another', 'account']",130
i want to initiate a transfer from one account to the other,transfer,"['i', 'want', 'to', 'initiate', 'a', 'transfer', 'from', 'one', 'account', 'to', 'the', 'other']",i want to initiate a transfer from one account to the other,"['want', 'initiate', 'transfer', 'one', 'account']",130
transfer money from one place to another,transfer,"['transfer', 'money', 'from', 'one', 'place', 'to', 'another']",transfer money from one place to another,"['transfer', 'money', 'one', 'place', 'another']",130
move money from one account to another,transfer,"['move', 'money', 'from', 'one', 'account', 'to', 'another']",move money from one account to another,"['move', 'money', 'one', 'account', 'another']",130
transfer between two accounts,transfer,"['transfer', 'between', 'two', 'accounts']",transfer between two accounts,"['transfer', 'two', 'accounts']",130
make a transfer between accounts,transfer,"['make', 'a', 'transfer', 'between', 'accounts']",make a transfer between accounts,"['make', 'transfer', 'accounts']",130
send money to another account,transfer,"['send', 'money', 'to', 'another', 'account']",send money to another account,"['send', 'money', 'another', 'account']",130
i need ten dollars sent from b of a to washington mutual,transfer,"['i', 'need', 'ten', 'dollars', 'sent', 'from', 'b', 'of', 'a', 'to', 'washington', 'mutual']",i need ten dollars sent from b of a to washington mutual,"['need', 'ten', 'dollars', 'sent', 'b', 'washington', 'mutual']",130
transfer fifty dollars between my chase and bank of america account,transfer,"['transfer', 'fifty', 'dollars', 'between', 'my', 'chase', 'and', 'bank', 'of', 'america', 'account']",transfer fifty dollars between my chase and bank of america account,"['transfer', 'fifty', 'dollars', 'chase', 'bank', 'america', 'account']",130
deposit ten bucks from my chase account to my ally account,transfer,"['deposit', 'ten', 'bucks', 'from', 'my', 'chase', 'account', 'to', 'my', 'ally', 'account']",deposit ten bucks from my chase account to my ally account,"['deposit', 'ten', 'bucks', 'chase', 'account', 'ally', 'account']",130
put a hundred dollars in my ally account from bluebird,transfer,"['put', 'a', 'hundred', 'dollars', 'in', 'my', 'ally', 'account', 'from', 'bluebird']",put a hundred dollars in my ally account from bluebird,"['put', 'hundred', 'dollars', 'ally', 'account', 'bluebird']",130
